"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"CSKMT",4.31793989761483e-16,0.773017386294064,0.261,0.162,1.580409181926e-11,"2","CSKMT"
"STARD101",4.49415177769606e-16,0.281737259059413,0.325,0.214,1.64490449215454e-11,"2","STARD10"
"CCDC1241",6.94124405409805e-16,0.313769670798386,0.353,0.235,2.54056473624043e-11,"2","CCDC124"
"DEF81",7.96360738497715e-16,0.346605263601905,0.292,0.19,2.91475993897549e-11,"2","DEF8"
"HDAC21",8.77994268339312e-16,0.278895525906462,0.323,0.208,3.21354682154872e-11,"2","HDAC2"
"NDUFAF31",1.40369483594841e-15,0.367576299687375,0.355,0.239,5.13766346905478e-11,"2","NDUFAF3"
"SEL1L1",2.67705348150523e-15,0.264201888160845,0.416,0.286,9.79828344765729e-11,"2","SEL1L"
"MTLN1",2.75527356567827e-15,0.429011880273503,0.275,0.175,1.0084576777739e-10,"2","MTLN"
"YARS3",3.19815121684951e-15,0.313916521786577,0.294,0.192,1.17055532687909e-10,"2","YARS"
"JOSD21",3.25771356010666e-15,0.409522354341592,0.269,0.171,1.19235574013464e-10,"2","JOSD2"
"SND11",3.38038944267554e-15,0.370861979863424,0.279,0.18,1.23725633991367e-10,"2","SND1"
"ARL2BP1",3.47378668995235e-15,0.356496376361716,0.3,0.197,1.27144066638946e-10,"2","ARL2BP"
"ALDOC",3.92692576422206e-15,0.435451289265466,0.261,0.165,1.43729409896292e-10,"2","ALDOC"
"CTNND11",5.51135393351155e-15,0.384467139111019,0.259,0.162,2.01721065320456e-10,"2","CTNND1"
"EMC91",8.3884542004867e-15,0.30526581127767,0.259,0.164,3.07025812192014e-10,"2","EMC9"
"CLIC1",9.07008231828531e-15,0.283045223689432,0.88,0.734,3.31974082931561e-10,"2","CLIC1"
"DTD11",1.50323850167004e-14,0.322935806446498,0.266,0.168,5.50200323996253e-10,"2","DTD1"
"ID11",1.67791323639492e-14,0.463308767096075,0.297,0.192,6.14133023652903e-10,"2","ID1"
"FLYWCH21",2.78580758546321e-14,0.359260680902553,0.264,0.169,1.01963343435539e-09,"2","FLYWCH2"
"IPMK1",6.01277562084901e-14,0.417619638367025,0.251,0.162,2.20073600498694e-09,"2","IPMK"
"ATP2C11",3.35469852004205e-13,0.343196884002943,0.304,0.201,1.22785320532059e-08,"2","ATP2C1"
"RAB11B1",4.94181519283323e-13,0.303287935820592,0.291,0.198,1.80875377872889e-08,"2","RAB11B"
"ZNF4281",5.51897773190843e-13,0.284908572619364,0.284,0.189,2.02000103965581e-08,"2","ZNF428"
"TRIP101",6.45651936950813e-13,0.292898529743993,0.275,0.184,2.36315065443367e-08,"2","TRIP10"
"ISG151",1.02722758030419e-12,0.59321268206914,0.52,0.378,3.75975566667138e-08,"2","ISG15"
"NDUFA41",1.21584938546082e-12,0.280296716786644,0.797,0.649,4.45013033572514e-08,"2","NDUFA4"
"RPL26L11",1.30346975581848e-12,0.44843117300047,0.267,0.178,4.77082965327123e-08,"2","RPL26L1"
"ATP5MC11",5.06028119370933e-12,0.292271886272825,0.349,0.248,1.85211351970955e-07,"2","ATP5MC1"
"GTF2F21",5.16465368170722e-12,0.2994396827957,0.254,0.169,1.89031489404166e-07,"2","GTF2F2"
"DBNDD21",3.839227487446e-10,0.324941357688544,0.293,0.207,1.40519565268011e-05,"2","DBNDD2"
"SMARCB11",4.22337300289457e-10,0.453404895980165,0.25,0.176,1.54579675278944e-05,"2","SMARCB1"
"UBB1",9.94648359449636e-09,0.467771259381252,0.932,0.832,0.000364051246042161,"2","UBB"
"HSPA6",1.43756085116798e-06,1.10184337530895,0.291,0.227,0.0526161647135991,"2","HSPA6"
"HLA-DRA",0,2.08165254105381,0.968,0.246,0,"3","HLA-DRA"
"HLA-DRB1",0,2.49362806289061,0.964,0.305,0,"3","HLA-DRB1"
"HLA-DQB1",0,2.49415964281856,0.868,0.315,0,"3","HLA-DQB1"
"MS4A1",0,7.22126662345092,0.51,0.01,0,"3","MS4A1"
"LINC01857",0,7.07981563370342,0.323,0.009,0,"3","LINC01857"
"BANK1",0,6.48110865160923,0.305,0.016,0,"3","BANK1"
"CD83",7.13283858617709e-294,3.0308199256833,0.632,0.157,2.61069025092668e-289,"3","CD83"
"HLA-DPA1",1.29510945825693e-293,1.78180329104346,0.82,0.291,4.7402301281662e-289,"3","HLA-DPA1"
"IGHM",7.89160802028757e-288,0.666750805472603,0.359,0.037,2.88840745150545e-283,"3","IGHM"
"RPS231",6.63563398103726e-279,1.22034370064586,0.998,0.97,2.42870839339945e-274,"3","RPS23"
"LY9",8.28948039968251e-269,4.12629401211723,0.442,0.074,3.0340327210878e-264,"3","LY9"
"CD371",8.34438116029997e-269,2.40590230516117,0.773,0.294,3.05412694848139e-264,"3","CD37"
"CD481",4.0099422764854e-266,2.57970867153472,0.715,0.232,1.46767897261642e-261,"3","CD48"
"RPS181",2.62778823762182e-257,1.01198138212163,0.998,0.987,9.61796772851962e-253,"3","RPS18"
"HLA-DPB1",5.18851682349969e-256,1.57639357330613,0.816,0.307,1.89904904256912e-251,"3","HLA-DPB1"
"HLA-DRB5",1.05711978532549e-252,2.32250918587466,0.604,0.151,3.86916412626982e-248,"3","HLA-DRB5"
"RPL211",6.23873180589405e-252,1.12363326351459,0.996,0.968,2.28343822827528e-247,"3","RPL21"
"HLA-DQA1",6.43873538372879e-252,2.19284551985142,0.605,0.15,2.35664153779857e-247,"3","HLA-DQA1"
"RPL18A1",4.26017017812503e-240,0.987081267723939,0.999,0.982,1.55926488689554e-235,"3","RPL18A"
"RPS22",1.76417551850362e-236,1.00454308219362,0.998,0.983,6.4570588152751e-232,"3","RPS2"
"CD74",1.11151567597524e-222,1.52212365152639,0.825,0.401,4.06825852563699e-218,"3","CD74"
"EEF1B21",1.37092011157457e-221,1.25951072099378,0.982,0.904,5.01770470037408e-217,"3","EEF1B2"
"RPS61",8.32066743684276e-220,0.966534042064903,0.995,0.976,3.04544748855882e-215,"3","RPS6"
"CCR7",2.54145230756096e-217,3.00351996803261,0.443,0.09,9.30196959090387e-213,"3","CCR7"
"HLA-DQA2",5.03390302759073e-215,2.31109042969694,0.57,0.159,1.84245884712848e-210,"3","HLA-DQA2"
"RPL111",8.78258020572756e-213,0.858400843635176,1,0.983,3.21451218109834e-208,"3","RPL11"
"RPS271",1.82599728044193e-207,0.921276586636551,0.999,0.989,6.68333264614549e-203,"3","RPS27"
"RPS8",1.86096039276117e-205,0.887816690482038,0.997,0.977,6.81130113354516e-201,"3","RPS8"
"ADAM28",2.97710757378716e-205,4.03146509411334,0.403,0.084,1.08965114308184e-200,"3","ADAM28"
"IRF8",6.26261524326804e-204,4.21667531770657,0.314,0.045,2.29217980518854e-199,"3","IRF8"
"RPS161",2.00249200164377e-202,0.966820809886105,0.998,0.985,7.32932097521637e-198,"3","RPS16"
"RPL91",4.13901145016635e-202,0.865998107036231,0.997,0.986,1.51491958087539e-197,"3","RPL9"
"ID31",4.10848347976901e-201,2.6221100235564,0.636,0.24,1.50374603843025e-196,"3","ID3"
"RPS141",1.58935475769618e-194,0.898231897231397,0.998,0.981,5.81719734864377e-190,"3","RPS14"
"RPS111",3.29599461936098e-193,1.0258326288039,0.987,0.944,1.20636699063231e-188,"3","RPS11"
"RPL321",9.07433400066908e-193,0.819276196039756,0.996,0.986,3.32129698758489e-188,"3","RPL32"
"RPL10A2",2.29695718239978e-192,1.0073989442007,0.98,0.931,8.40709298330143e-188,"3","RPL10A"
"EEF1A11",4.1621882073543e-192,0.786318035585142,0.999,0.992,1.52340250577375e-187,"3","EEF1A1"
"RPL191",6.47120814410632e-185,0.788334241360775,0.997,0.987,2.36852689282435e-180,"3","RPL19"
"MT-CO21",1.73744701807204e-179,0.93121120382446,0.995,0.977,6.35922983084547e-175,"3","MT-CO2"
"RPL291",6.28005563681659e-177,0.795548083765979,0.994,0.975,2.29856316363124e-172,"3","RPL29"
"BCL2",8.47333613028592e-177,2.68098204354011,0.554,0.195,3.10132575704595e-172,"3","BCL2"
"MT-CO11",3.91646420569058e-173,0.836725112035489,1,0.989,1.43346506392481e-168,"3","MT-CO1"
"RPL172",7.08244537251614e-172,0.827131579222636,0.997,0.981,2.59224583079463e-167,"3","RPL17"
"RPL23A1",3.0079384013713e-169,0.856573883765767,0.992,0.966,1.10093553428591e-164,"3","RPL23A"
"RPL341",2.25427939295511e-168,0.831856413444317,0.996,0.97,8.25088800615499e-164,"3","RPL34"
"REL",3.59518593213999e-168,2.19869774723618,0.711,0.394,1.31587400302256e-163,"3","REL"
"RPL131",1.90003374638617e-166,0.662830090170627,1,0.994,6.95431351514802e-162,"3","RPL13"
"RPLP21",9.58013222075225e-165,0.835884899748803,0.992,0.958,3.50642419411753e-160,"3","RPLP2"
"RPL301",1.32283486958953e-162,0.762656699905476,0.998,0.986,4.84170790618462e-158,"3","RPL30"
"RPS151",9.40165240516238e-161,0.727658022684999,0.995,0.984,3.44109879681348e-156,"3","RPS15"
"CD70",3.35382326376751e-157,3.47716254636605,0.321,0.064,1.22753285277155e-152,"3","CD70"
"CD79A",6.67982770508947e-157,2.62970775156142,0.402,0.1,2.4448837383398e-152,"3","CD79A"
"RPS3A1",9.84828768340419e-156,0.699249719968727,0.999,0.99,3.60457177500277e-151,"3","RPS3A"
"MEF2C",1.04896807106799e-149,3.99308600880243,0.325,0.072,3.83932803691594e-145,"3","MEF2C"
"RPL151",9.37521221597091e-149,0.682577581035848,0.997,0.986,3.43142142316751e-144,"3","RPL15"
"RPL261",3.81779782542246e-148,0.680194515255225,0.998,0.985,1.39735218208287e-143,"3","RPL26"
"RPS91",1.49288033798857e-147,0.691734407394403,0.998,0.982,5.46409132507197e-143,"3","RPS9"
"MT-CO31",4.37000546990019e-147,0.773001391079828,0.999,0.985,1.59946570203817e-142,"3","MT-CO3"
"RPL27A1",4.79440616661376e-143,0.82073320800724,0.984,0.953,1.7548006010423e-138,"3","RPL27A"
"RPS251",5.79244621599427e-143,0.75718148391937,0.991,0.962,2.12009323951606e-138,"3","RPS25"
"RPS131",6.67252232404564e-143,0.745829009728957,0.994,0.971,2.44220989582395e-138,"3","RPS13"
"PARP14",2.61065677928644e-142,2.26316216072428,0.665,0.373,9.55526487786631e-138,"3","PARP14"
"RPS281",3.89464402053203e-140,0.728702644152858,0.995,0.978,1.42547865795493e-135,"3","RPS28"
"RPL122",1.78068383871153e-135,0.779316611136039,0.992,0.971,6.51748091806809e-131,"3","RPL12"
"RPL391",1.80693403808203e-135,0.671493841082536,0.995,0.983,6.61355927278404e-131,"3","RPL39"
"RPL13A1",1.93902180507472e-135,0.811090177050899,0.988,0.952,7.09701370875398e-131,"3","RPL13A"
"EEF1G",2.15996512217307e-134,0.807978037963077,0.968,0.924,7.90568834366567e-130,"3","EEF1G"
"RPS27A1",2.11742449861492e-132,0.624517522975633,0.997,0.989,7.74998540738045e-128,"3","RPS27A"
"RPS291",2.8861558358273e-130,0.735715072184357,0.997,0.962,1.05636189747115e-125,"3","RPS29"
"RPSA1",4.17351951115009e-130,0.903120477327075,0.944,0.883,1.52754987627604e-125,"3","RPSA"
"MT-ND31",1.85047057441424e-127,0.795592911113652,0.994,0.951,6.77290734941355e-123,"3","MT-ND3"
"FAU1",5.71583421134083e-127,0.614134013790242,0.995,0.983,2.09205247969286e-122,"3","FAU"
"RPL33",3.48653674328396e-126,0.685565756832953,0.998,0.984,1.27610731340936e-121,"3","RPL3"
"RPL351",3.55555612228279e-126,0.743582011572147,0.985,0.944,1.30136909631673e-121,"3","RPL35"
"PHACTR1",2.59580441787663e-123,2.58967920839148,0.365,0.104,9.50090374987024e-119,"3","PHACTR1"
"CD69",3.70998358444178e-122,1.91670306926628,0.426,0.131,1.35789109174153e-117,"3","CD69"
"RPL141",7.19897117543024e-122,0.683987398014315,0.992,0.961,2.63489543991922e-117,"3","RPL14"
"RPS51",7.24642607482598e-121,0.686856762756304,0.988,0.959,2.65226440764706e-116,"3","RPS5"
"RPL181",1.38580516119215e-120,0.581805941355004,0.999,0.987,5.07218547047938e-116,"3","RPL18"
"RPL7A1",7.64892728202556e-115,0.608466185655799,0.998,0.98,2.79958387449418e-110,"3","RPL7A"
"RPS212",1.31232108147851e-113,0.713593496209769,0.983,0.951,4.80322639031948e-109,"3","RPS21"
"RPLP12",2.93311142229646e-111,0.531670284388297,0.998,0.996,1.07354811167473e-106,"3","RPLP1"
"PTMA1",3.57340416215743e-111,0.737601819973621,0.996,0.979,1.30790165739124e-106,"3","PTMA"
"UBA521",4.78656095588844e-108,0.637187142509458,0.983,0.952,1.75192917546473e-103,"3","UBA52"
"RPL51",1.03469479974978e-107,0.656179020914983,0.992,0.964,3.78708643656415e-103,"3","RPL5"
"AIM2",1.18542194900202e-106,2.7172642736492,0.262,0.058,4.3387628755423e-102,"3","AIM2"
"AC092821.3",1.48429800417112e-101,3.17673259219726,0.327,0.101,5.43267912506672e-97,"3","AC092821.3"
"RPS4X1",3.90638444846057e-101,0.550889557809456,0.994,0.984,1.42977577198105e-96,"3","RPS4X"
"RPL101",3.26899455419292e-100,0.518540132868528,0.999,0.995,1.19648469678015e-95,"3","RPL10"
"RPL411",2.41393896040153e-99,0.480853974725756,0.998,0.996,8.83525798896565e-95,"3","RPL41"
"RPS31",5.48574253168897e-98,0.587029519616774,0.998,0.984,2.00783662402348e-93,"3","RPS3"
"RPS201",6.52029064958913e-98,0.990954398123407,0.882,0.803,2.38649158065612e-93,"3","RPS20"
"RPS15A1",2.57435228825802e-97,0.559269250762651,0.998,0.983,9.42238681025318e-93,"3","RPS15A"
"TCF41",3.4931754168695e-96,2.61343170108351,0.431,0.191,1.2785371343284e-91,"3","TCF4"
"RACK11",3.41960706252859e-93,0.589280629815248,0.984,0.963,1.25161038095609e-88,"3","RACK1"
"MIR29B2CHG",1.34202676748743e-92,2.61553625454765,0.344,0.119,4.91195217168076e-88,"3","MIR29B2CHG"
"RPL361",5.67925478342772e-92,0.643967493167506,0.991,0.968,2.07866404328238e-87,"3","RPL36"
"JUND1",7.95326178497701e-92,0.956919918041238,0.91,0.857,2.91097334591944e-87,"3","JUND"
"MT-ND41",2.13825596266261e-91,0.522249561024604,0.998,0.987,7.82623064894142e-87,"3","MT-ND4"
"CXCR41",5.56155516524458e-91,0.978690217851901,0.762,0.45,2.03558480603117e-86,"3","CXCR4"
"RPL37A1",1.73273112784856e-90,0.616752362251576,0.982,0.946,6.3419692010385e-86,"3","RPL37A"
"FNBP11",4.20713691017952e-90,1.52500023973498,0.63,0.395,1.5398541804948e-85,"3","FNBP1"
"MT-ATP61",2.98384421001906e-87,0.617928618206393,0.998,0.982,1.09211681930908e-82,"3","MT-ATP6"
"ZFAS1",4.30478050609412e-87,1.01219350049666,0.939,0.864,1.57559271303551e-82,"3","ZFAS1"
"RPL36A1",1.03524493526508e-83,0.660506259997189,0.96,0.904,3.78909998756373e-79,"3","RPL36A"
"RPL281",1.71753299983197e-83,0.442148635521317,0.999,0.991,6.28634253268498e-79,"3","RPL28"
"MALAT11",8.84083851218237e-83,0.503574666345591,0.997,0.953,3.23583530384387e-78,"3","MALAT1"
"RPS101",6.75439984970417e-82,0.887453221103355,0.84,0.764,2.47217788899022e-77,"3","RPS10"
"RPL271",1.67882978846919e-81,0.650069589018199,0.955,0.917,6.14468490877607e-77,"3","RPL27"
"SWAP70",2.54827554575999e-81,2.40411085743985,0.465,0.251,9.32694332503613e-77,"3","SWAP70"
"CCDC50",4.66386163861524e-81,2.49263315709231,0.494,0.294,1.70701999834956e-76,"3","CCDC50"
"RPS261",2.41703876615605e-79,0.527085903199519,0.992,0.967,8.84660358800776e-75,"3","RPS26"
"RPL221",7.80715210532742e-79,0.644675903847766,0.961,0.904,2.85749574207089e-74,"3","RPL22"
"HLA-DMA",1.52443608205901e-77,1.9167852832371,0.407,0.176,5.57958850394418e-73,"3","HLA-DMA"
"RPL81",2.2423179532782e-77,0.449101843968846,0.996,0.987,8.20710794079356e-73,"3","RPL8"
"IRF4",5.59376793038575e-76,2.27252528546251,0.268,0.081,2.04737500020049e-71,"3","IRF4"
"MT-CYB1",1.11950404954931e-75,0.54901717315077,0.995,0.977,4.09749677175544e-71,"3","MT-CYB"
"RPS191",1.76826930563719e-72,0.439949470098648,0.999,0.989,6.47204248556268e-68,"3","RPS19"
"MIR155HG",1.30191796156694e-71,2.35726198366874,0.261,0.082,4.76514993113116e-67,"3","MIR155HG"
"LAPTM5",1.99338331722446e-68,0.983301423714948,0.653,0.368,7.29598227937325e-64,"3","LAPTM5"
"NOP531",2.08668185949654e-67,0.934800772728099,0.793,0.716,7.63746427394328e-63,"3","NOP53"
"IFI30",9.36266237872187e-67,0.759448290464446,0.497,0.25,3.42682805723599e-62,"3","IFI30"
"MT-ND11",9.61638569304923e-65,0.549783992609245,0.985,0.952,3.51969332751295e-60,"3","MT-ND1"
"RPS122",5.75387672799702e-64,0.478812363490898,0.999,0.988,2.10597642121419e-59,"3","RPS12"
"BASP11",3.34612803697515e-62,1.11812906214165,0.577,0.376,1.22471632281328e-57,"3","BASP1"
"NACA1",1.2040933341295e-61,0.421908861817874,0.99,0.976,4.40710201224737e-57,"3","NACA"
"GAS51",7.09594944939254e-61,0.933508929697241,0.825,0.733,2.59718845797216e-56,"3","GAS5"
"RPS71",1.41823748037379e-59,0.392737686227537,0.997,0.984,5.1908910019161e-55,"3","RPS7"
"PIKFYVE",1.57811724367707e-57,2.57098832872144,0.311,0.138,5.77606692358245e-53,"3","PIKFYVE"
"RPL35A2",2.49472387300858e-55,0.43538294347138,0.996,0.979,9.13093884759871e-51,"3","RPL35A"
"TPT11",1.60990813319695e-54,0.302752538256148,1,0.996,5.89242475831414e-50,"3","TPT1"
"MT-ND51",1.9565845144579e-54,0.474059857130911,0.969,0.938,7.16129498136737e-50,"3","MT-ND5"
"LTB1",7.73413837310349e-54,1.00214480912128,0.343,0.14,2.83077198593961e-49,"3","LTB"
"PFDN5",7.17607616798764e-52,0.501990783513815,0.954,0.924,2.62651563824516e-47,"3","PFDN5"
"MTRNR2L121",1.36349472204076e-51,0.575231854737664,0.98,0.954,4.99052703214137e-47,"3","MTRNR2L12"
"RPL61",1.46072381089944e-51,0.450917566132349,0.98,0.962,5.34639522027303e-47,"3","RPL6"
"B2M1",3.20196769387759e-51,0.377180000072886,1,0.992,1.17195219563614e-46,"3","B2M"
"RPL381",1.98166489684805e-48,0.569205602551894,0.905,0.883,7.25309168895355e-44,"3","RPL38"
"RPL23",1.77336393520542e-47,0.57182287649589,0.9,0.863,6.49068933924536e-43,"3","RPL23"
"MT-ND21",1.91498795392728e-46,0.422356164864873,0.996,0.974,7.00904741016925e-42,"3","MT-ND2"
"CORO1A1",1.42835253508821e-45,1.39229550086108,0.359,0.18,5.22791311367634e-41,"3","CORO1A"
"CYTIP1",6.7782125152052e-45,0.96961949259594,0.575,0.383,2.48089356269026e-40,"3","CYTIP"
"SERPINB9",1.26767242387659e-44,1.53363404190083,0.385,0.213,4.6398078386307e-40,"3","SERPINB9"
"ISCU1",5.62158441243533e-44,0.959932830217609,0.69,0.632,2.05755611079546e-39,"3","ISCU"
"EZR2",1.5174096082218e-43,0.83384866976994,0.717,0.582,5.5538709070526e-39,"3","EZR"
"NR4A21",1.68386226263759e-42,1.6276392685408,0.444,0.282,6.16310426747983e-38,"3","NR4A2"
"PNISR1",8.74332608912605e-42,0.894303909816096,0.671,0.591,3.20014478188103e-37,"3","PNISR"
"RPL42",1.26568890494443e-41,0.565219710878154,0.857,0.829,4.63254796098709e-37,"3","RPL4"
"RALGPS2",1.59767785575331e-41,2.88567684593141,0.263,0.127,5.84766071984268e-37,"3","RALGPS2"
"RNASET2",2.89840728653553e-39,1.12674743797854,0.553,0.426,1.06084605094487e-34,"3","RNASET2"
"SMIM14",3.71122509829724e-39,2.41486368053366,0.329,0.195,1.35834549822777e-34,"3","SMIM14"
"HLA-E",4.56970190643817e-39,0.499189275269361,0.867,0.853,1.67255659477543e-34,"3","HLA-E"
"HLA-B1",3.82523563892818e-36,0.320488451613182,0.978,0.954,1.4000744962041e-31,"3","HLA-B"
"ORAI2",8.82503579683515e-36,2.39213527430766,0.261,0.132,3.23005135199963e-31,"3","ORAI2"
"H3F3A",1.30051061790173e-35,0.458273434243001,0.917,0.891,4.75999891258211e-31,"3","H3F3A"
"IER5",1.51697968527794e-33,1.51542470183369,0.531,0.451,5.5522973460858e-29,"3","IER5"
"RPL311",3.42974484864575e-33,0.567052235821132,0.825,0.782,1.25532091205283e-28,"3","RPL31"
"RPL242",3.61181931584884e-33,0.326488692488677,0.983,0.978,1.32196198779383e-28,"3","RPL24"
"SESN3",3.7330535546716e-33,1.38954916882431,0.354,0.215,1.36633493154535e-28,"3","SESN3"
"CHPT11",4.39782213934622e-33,1.95305871017254,0.357,0.234,1.60964688122211e-28,"3","CHPT1"
"HINT11",6.41372040674581e-33,0.462122150401757,0.841,0.815,2.34748580607303e-28,"3","HINT1"
"GPR1831",2.04958395061701e-32,1.06031956087162,0.413,0.254,7.50168221765333e-28,"3","GPR183"
"CD47",1.71728105914935e-31,1.19626709036853,0.554,0.484,6.28542040459253e-27,"3","CD47"
"SYNGR21",2.46791884359037e-31,1.65800862834585,0.392,0.278,9.03282975942513e-27,"3","SYNGR2"
"CD521",7.00191913552263e-30,0.970801574987403,0.344,0.19,2.56277242279264e-25,"3","CD52"
"PRDM21",1.12556271229323e-29,1.51507309223868,0.415,0.305,4.11967208326447e-25,"3","PRDM2"
"HMGB11",5.45771617533431e-29,0.520044785317187,0.83,0.824,1.99757869733411e-24,"3","HMGB1"
"TUT41",5.98020493975727e-29,1.27847995312866,0.47,0.37,2.18881481000056e-24,"3","TUT4"
"MT-ND4L",2.88247857392126e-28,0.48754789474055,0.843,0.822,1.05501598284092e-23,"3","MT-ND4L"
"SRSF51",1.2281139063213e-27,0.593306467813724,0.752,0.738,4.49501970852658e-23,"3","SRSF5"
"SMAP21",3.7959390203832e-27,1.14319666498892,0.44,0.32,1.38935164085045e-22,"3","SMAP2"
"ZNF3311",9.57799193647429e-27,1.16594956727288,0.361,0.228,3.50564082866896e-22,"3","ZNF331"
"WSB11",1.06965608387153e-26,0.828892749989383,0.63,0.575,3.91504823257819e-22,"3","WSB1"
"COX4I11",2.47801170291702e-26,0.380320460155195,0.864,0.875,9.06977063384658e-22,"3","COX4I1"
"FAM107B1",2.47989472399687e-26,0.878067886864038,0.599,0.561,9.07666267930096e-22,"3","FAM107B"
"ANKRD13A",1.56176041958723e-25,1.93588412482133,0.291,0.183,5.71619931173123e-21,"3","ANKRD13A"
"CD401",2.60609226879394e-25,2.00238039035756,0.33,0.234,9.53855831301268e-21,"3","CD40"
"NAP1L12",3.29392103255639e-25,0.583089637265939,0.751,0.75,1.20560803712596e-20,"3","NAP1L1"
"SNHG321",3.50890465049103e-25,1.10817443604675,0.512,0.432,1.28429419112622e-20,"3","SNHG32"
"BCL2A1",1.91749420684555e-24,0.283924402795798,0.316,0.172,7.01822054647541e-20,"3","BCL2A1"
"PTPN1",4.65792781898788e-24,1.41599904900484,0.41,0.321,1.70484816102775e-19,"3","PTPN1"
"ARGLU11",4.96721709842687e-23,0.726336876420082,0.644,0.621,1.81805113019522e-18,"3","ARGLU1"
"PLCG2",1.15000592804867e-22,1.70721689904011,0.659,0.631,4.20913669725095e-18,"3","PLCG2"
"RHOH1",1.25773961253873e-22,1.08443715567208,0.277,0.159,4.60345275585299e-18,"3","RHOH"
"SQSTM1",1.95681749902073e-22,0.56251898509608,0.711,0.696,7.16214772816579e-18,"3","SQSTM1"
"HERPUD1",2.73167389672648e-22,0.720740518297498,0.614,0.575,9.99819962940861e-18,"3","HERPUD1"
"GPBP11",4.71016671186661e-22,0.812672073621687,0.588,0.564,1.7239681182103e-17,"3","GPBP1"
"STK41",2.39727686025563e-21,0.834204473193093,0.549,0.494,8.77427303622164e-17,"3","STK4"
"GPSM31",8.81096361566404e-21,1.03869922251205,0.334,0.219,3.22490079296919e-16,"3","GPSM3"
"NGLY1",9.47699652710695e-20,1.51747077982759,0.364,0.281,3.46867549888642e-15,"3","NGLY1"
"CLEC2D1",1.14610586658336e-19,0.640400408453037,0.386,0.248,4.19486208228174e-15,"3","CLEC2D"
"NCOA31",3.80796961167221e-19,1.54847376618841,0.317,0.229,1.39375495756815e-14,"3","NCOA3"
"EEF21",4.61586702502392e-19,0.375106802906023,0.83,0.821,1.689453489829e-14,"3","EEF2"
"LUC7L31",5.59535441704333e-19,0.704280291790526,0.595,0.572,2.04795567018203e-14,"3","LUC7L3"
"NPM12",1.06446334246257e-18,0.359024484188503,0.871,0.886,3.89604227974725e-14,"3","NPM1"
"ATP2B1",3.3911086591264e-18,0.961220960674331,0.403,0.314,1.24117968032685e-13,"3","ATP2B1"
"SMCHD11",1.48243512383226e-17,0.723130978927236,0.531,0.464,5.42586079673846e-13,"3","SMCHD1"
"KRAS1",2.1587237320614e-17,0.840716706009318,0.521,0.489,7.90114473171791e-13,"3","KRAS"
"TOMM201",3.85208574384848e-17,0.370333180322489,0.818,0.813,1.40990190310598e-12,"3","TOMM20"
"KLF61",6.5737221318193e-16,0.62257335096494,0.645,0.639,2.40604803746718e-11,"3","KLF6"
"SNHG52",6.62611720706609e-16,0.453541225466582,0.727,0.737,2.42522515895826e-11,"3","SNHG5"
"SNHG72",6.70600496020112e-16,0.927512464847115,0.54,0.529,2.45446487548321e-11,"3","SNHG7"
"TOMM71",9.85766007844322e-16,0.45906475978801,0.716,0.729,3.608002165311e-11,"3","TOMM7"
"CYTH1",5.03139066029226e-15,1.0726345686734,0.394,0.318,1.84153929557357e-10,"3","CYTH1"
"ADGRE5",1.39445309710737e-14,1.27783161220936,0.251,0.167,5.1038377807227e-10,"3","ADGRE5"
"CMTM6",1.43421932294492e-14,1.09524651486855,0.436,0.399,5.2493861439107e-10,"3","CMTM6"
"CTSH1",1.48828306847025e-14,1.6626170002933,0.278,0.207,5.44726485890797e-10,"3","CTSH"
"CRIP11",1.74381931335523e-14,0.693391294795964,0.513,0.448,6.38255306881149e-10,"3","CRIP1"
"FMNL1",2.52536814227504e-14,1.15015155037683,0.257,0.171,9.24309993754086e-10,"3","FMNL1"
