"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"EID1",7.58270704092878e-05,0.420547985871347,0.348,0.508,1,"0","EID1"
"PRMT2",7.64067244026535e-05,0.936164246343446,0.177,0.252,1,"0","PRMT2"
"N4BP1",8.17460984973774e-05,0.904430546711116,0.206,0.296,1,"0","N4BP1"
"SMG1",8.53187538448379e-05,0.530916556181885,0.326,0.481,1,"0","SMG1"
"TMEM170A",9.72112052217433e-05,1.00971784893129,0.19,0.272,1,"0","TMEM170A"
"KMT2C",0.000109683378834965,0.775002323067085,0.236,0.338,1,"0","KMT2C"
"SLTM",0.000131494559033507,0.797038849578428,0.269,0.397,1,"0","SLTM"
"POLR2B",0.000157543861440664,0.962106307669978,0.188,0.267,1,"0","POLR2B"
"TGFB1",0.000164034787585666,0.586986198270333,0.326,0.478,1,"0","TGFB1"
"MZT2A",0.000202437255321579,1.01673708986027,0.378,0.469,1,"0","MZT2A"
"DCP2",0.00022990253600352,0.846393261394664,0.219,0.31,1,"0","DCP2"
"PPP1R12A",0.000239932010718405,0.778798492668391,0.257,0.372,1,"0","PPP1R12A"
"EIF3E",0.000249631525309214,0.522309094186877,0.521,0.685,1,"0","EIF3E"
"RIF1",0.000250807169679298,0.918230109890743,0.2,0.283,1,"0","RIF1"
"STAG2",0.000269159885949564,0.88265262161668,0.253,0.366,1,"0","STAG2"
"DDX18",0.000307995105859263,0.790878065652245,0.293,0.433,1,"0","DDX18"
"APMAP",0.00031604597806621,1.0889750748032,0.19,0.271,1,"0","APMAP"
"ATP5MPL",0.000344604461396428,0.634209766010074,0.331,0.501,1,"0","ATP5MPL"
"PSMB8",0.000353178173704055,0.739624573137472,0.284,0.413,1,"0","PSMB8"
"ARL6IP4",0.000355947850178127,0.336619363119676,0.427,0.647,1,"0","ARL6IP4"
"MACF1",0.000357634172625787,0.986257449548942,0.365,0.438,1,"0","MACF1"
"ZC3H15",0.000371332387012882,0.591421398293066,0.355,0.533,1,"0","ZC3H15"
"ERVK3-1",0.000373353191411262,1.09213271841859,0.181,0.256,1,"0","ERVK3-1"
"ZMYM2",0.000376753412707663,0.974745298579536,0.225,0.321,1,"0","ZMYM2"
"G3BP2",0.000391287183873497,0.889953616203764,0.43,0.552,1,"0","G3BP2"
"JPX",0.000513964876944936,1.03078798527005,0.215,0.306,1,"0","JPX"
"HTATIP2",0.000514074193031614,1.57842596533064,0.265,0.292,1,"0","HTATIP2"
"STAT3",0.000539919824930374,0.699566503894117,0.482,0.629,1,"0","STAT3"
"THUMPD1",0.000573486303067539,1.43797415139507,0.253,0.272,1,"0","THUMPD1"
"EPB41L4A-AS1",0.000576657605960514,0.45073936677733,0.371,0.534,1,"0","EPB41L4A-AS1"
"TANK",0.000606635455909117,1.03574580963921,0.337,0.388,1,"0","TANK"
"SLFN5",0.000608900020367437,1.42406121342476,0.241,0.254,1,"0","SLFN5"
"HMGB2",0.000677270657031047,1.14775416699149,0.36,0.432,1,"0","HMGB2"
"RBM5",0.000752052640301384,0.822279796159293,0.19,0.261,1,"0","RBM5"
"SF3B5",0.000881590979412011,0.317275270718098,0.401,0.584,1,"0","SF3B5"
"SNHG7",0.000890557931498933,0.361491517337696,0.41,0.586,1,"0","SNHG7"
"PEBP1",0.000902768370505916,0.389372098939255,0.371,0.534,1,"0","PEBP1"
"CEP350",0.000913365945655528,0.817742885888992,0.252,0.358,1,"0","CEP350"
"GPI",0.000929315536782708,0.79781935267199,0.328,0.484,1,"0","GPI"
"SRP19",0.000972523081939742,0.750599927383988,0.3,0.442,1,"0","SRP19"
"NSA2",0.000994537628909722,0.855001667858781,0.405,0.513,1,"0","NSA2"
"TAF7",0.000997338637363506,0.587074917760308,0.354,0.52,1,"0","TAF7"
"RBM4",0.00107567904813265,0.46399659978223,0.362,0.539,1,"0","RBM4"
"CAMLG",0.00131626300158474,0.521181565768006,0.365,0.539,1,"0","CAMLG"
"CTSC",0.00134449405747115,1.12490155863327,0.292,0.323,1,"0","CTSC"
"AKAP13",0.00141023855794627,0.851284994813813,0.407,0.505,1,"0","AKAP13"
"ALKBH7",0.00185356041815516,0.631060886994633,0.348,0.52,1,"0","ALKBH7"
"WSB1",0.00191571194969564,0.308478007414739,0.452,0.641,1,"0","WSB1"
"ZNF644",0.00202530011149088,0.88823434500001,0.236,0.331,1,"0","ZNF644"
"SRSF3",0.00215251329194897,0.564874938779928,0.497,0.63,1,"0","SRSF3"
"ODF2L",0.00228526613795609,1.44279830917404,0.258,0.288,1,"0","ODF2L"
"GTF3A",0.00238533746073339,0.91315152492809,0.275,0.4,1,"0","GTF3A"
"DIAPH1",0.00306850018633991,1.09174552964792,0.188,0.258,1,"0","DIAPH1"
"FAM133B",0.00319145173428759,0.697290844590232,0.323,0.467,1,"0","FAM133B"
"RBM8A",0.00329195022508779,0.354256099713171,0.583,0.735,1,"0","RBM8A"
"SRSF11",0.00367013962443314,0.397129868714984,0.414,0.605,1,"0","SRSF11"
"NAP1L4",0.00410592296523384,1.3445181330709,0.288,0.336,1,"0","NAP1L4"
"IFI16",0.00425891548068882,1.02651966267268,0.335,0.4,1,"0","IFI16"
"RAP1B",0.00452872441713449,0.304446953021346,0.463,0.666,1,"0","RAP1B"
"NR4A2",0.00457267433974631,0.397107259056389,0.251,0.322,1,"0","NR4A2"
"ABHD17A",0.00477083747481811,1.54746076827277,0.279,0.327,1,"0","ABHD17A"
"TAX1BP1",0.00485985573645445,0.364247287387809,0.373,0.523,1,"0","TAX1BP1"
"SETD2",0.00521669476869575,1.28434047678684,0.274,0.31,1,"0","SETD2"
"DDX46",0.00558499094051194,1.26268046510517,0.301,0.354,1,"0","DDX46"
"PRPF38B",0.00558876149899262,1.07239054683452,0.352,0.438,1,"0","PRPF38B"
"ARPC1B",0.0064488422895902,0.326046981049408,0.382,0.527,1,"0","ARPC1B"
"BUB3",0.00676673560906802,1.37072239784377,0.32,0.393,1,"0","BUB3"
"ISG15",0.00679168916530993,0.353431960670453,0.315,0.435,1,"0","ISG15"
"IDI1",0.00706434576470644,1.08765361590126,0.326,0.392,1,"0","IDI1"
"CDK13",0.00710165520533105,0.930161420580774,0.218,0.298,1,"0","CDK13"
"SF1",0.00720009892328809,0.817643100341696,0.394,0.497,1,"0","SF1"
"CLK1",0.00773027608217046,0.538908577339897,0.369,0.53,1,"0","CLK1"
"PCM1",0.00773515265155913,1.02499848918255,0.275,0.304,1,"0","PCM1"
"BOD1L1",0.00796304423021738,0.576348341386191,0.353,0.508,1,"0","BOD1L1"
"NDUFA4",0.00836658005873191,0.296045734337855,0.566,0.716,1,"0","NDUFA4"
"ARID1B",0.00912891308113696,0.860489981594504,0.212,0.283,1,"0","ARID1B"
"BDP1",0.0093401568008151,1.19913192105954,0.252,0.276,1,"0","BDP1"
"SELENOK",0.00959085285960796,0.305233778265391,0.582,0.727,1,"0","SELENOK"
"SFN",0,7.4075874487931,0.929,0.039,0,"1","SFN"
"KRT8",0,6.37029192024475,0.93,0.045,0,"1","KRT8"
"KRT17",0,7.15117965523794,0.957,0.084,0,"1","KRT17"
"KRT5",0,6.87023299586718,0.886,0.027,0,"1","KRT5"
"KRT19",0,6.8899558219669,0.979,0.126,0,"1","KRT19"
"TACSTD2",0,6.98941485264148,0.871,0.036,0,"1","TACSTD2"
"KRT18",0,5.67199457257624,0.913,0.082,0,"1","KRT18"
"S100A2",0,6.69799430067756,0.941,0.112,0,"1","S100A2"
"FXYD3",0,6.95701695234948,0.848,0.019,0,"1","FXYD3"
"MAL2",0,7.17460757900941,0.843,0.018,0,"1","MAL2"
"EHF",0,7.11463883066992,0.835,0.014,0,"1","EHF"
"KRT15",0,7.3158687633382,0.842,0.023,0,"1","KRT15"
"KRT6A",0,7.30622917031406,0.883,0.068,0,"1","KRT6A"
"S100A14",0,7.27778359749308,0.833,0.025,0,"1","S100A14"
"ELF3",0,6.94283846436206,0.807,0.022,0,"1","ELF3"
"JUP",0,6.09980555482696,0.815,0.035,0,"1","JUP"
"CLDN4",0,6.83484290491667,0.806,0.027,0,"1","CLDN4"
"CD24",0,5.91771296842264,0.803,0.027,0,"1","CD24"
"IRF6",0,6.65002052047416,0.791,0.016,0,"1","IRF6"
"PERP",0,5.27126720861819,0.94,0.169,0,"1","PERP"
"MIR205HG",0,6.5390062966744,0.789,0.019,0,"1","MIR205HG"
"NDUFA4L2",0,5.0834381291106,0.828,0.06,0,"1","NDUFA4L2"
"SLPI",0,6.52701715121117,0.833,0.065,0,"1","SLPI"
"TMEM265",0,5.41141683481121,0.812,0.047,0,"1","TMEM265"
"WFDC2",0,6.7079204959215,0.779,0.021,0,"1","WFDC2"
"IGFBP2",0,4.68665371060218,0.885,0.129,0,"1","IGFBP2"
"SERPINB5",0,7.21154780737682,0.768,0.014,0,"1","SERPINB5"
"DSP",0,6.74106834578203,0.764,0.015,0,"1","DSP"
"CLDN7",0,6.48273661807374,0.772,0.024,0,"1","CLDN7"
"AGR2",0,6.87177838696399,0.756,0.017,0,"1","AGR2"
"EPCAM",0,6.79861063731399,0.746,0.011,0,"1","EPCAM"
"RBP1",0,4.49720518867926,0.833,0.102,0,"1","RBP1"
"S100A16",0,3.20524704522867,0.882,0.16,0,"1","S100A16"
"SPINT2",0,4.35220193746053,0.918,0.196,0,"1","SPINT2"
"PTHLH",0,5.66397911708753,0.767,0.047,0,"1","PTHLH"
"MPZL2",0,6.29921218909672,0.728,0.012,0,"1","MPZL2"
"SLC6A8",0,4.53615462529754,0.826,0.112,0,"1","SLC6A8"
"EIF4EBP1",0,4.76911261317786,0.939,0.236,0,"1","EIF4EBP1"
"CLDN1",0,6.34679984502079,0.718,0.016,0,"1","CLDN1"
"EGLN3",0,4.52493542981216,0.809,0.111,0,"1","EGLN3"
"F11R",0,3.6389834671336,0.807,0.119,0,"1","F11R"
"CSTA",0,5.15790695030955,0.742,0.054,0,"1","CSTA"
"PGF",0,4.96295958123944,0.727,0.046,0,"1","PGF"
"TM4SF1",0,2.65460619884393,0.862,0.182,0,"1","TM4SF1"
"HES1",0,3.69457838944353,0.773,0.094,0,"1","HES1"
"CNN3",0,3.31862153196662,0.832,0.153,0,"1","CNN3"
"GPRC5A",0,3.97676405570155,0.785,0.109,0,"1","GPRC5A"
"MT1X",0,4.41146696845725,0.909,0.235,0,"1","MT1X"
"F3",0,4.30761897219177,0.741,0.067,0,"1","F3"
"LY6K",0,5.53082927045369,0.713,0.039,0,"1","LY6K"
"PLS3",0,3.86430610997533,0.757,0.089,0,"1","PLS3"
"ADAM9",0,3.76288233563508,0.846,0.178,0,"1","ADAM9"
"TNFRSF12A",0,2.63754093319171,0.891,0.227,0,"1","TNFRSF12A"
"RAB25",0,7.02754647495546,0.667,0.005,0,"1","RAB25"
"LSR",0,3.83098760989347,0.717,0.055,0,"1","LSR"
"CD9",0,3.98253159699079,0.929,0.268,0,"1","CD9"
"PHLDA2",0,3.31036439525656,0.881,0.221,0,"1","PHLDA2"
"TRIM29",0,6.75637086356113,0.667,0.008,0,"1","TRIM29"
"AQP3",0,4.66695550405526,0.728,0.072,0,"1","AQP3"
"GIPC1",0,3.47470538423215,0.726,0.072,0,"1","GIPC1"
"RBCK1",0,3.72242310487778,0.866,0.214,0,"1","RBCK1"
"SDC1",0,4.43274909185451,0.723,0.072,0,"1","SDC1"
"FSCN1",0,3.72448284548344,0.775,0.126,0,"1","FSCN1"
"MGST1",0,2.94870640176703,0.735,0.086,0,"1","MGST1"
"SLC2A1",0,3.67133053478688,0.84,0.192,0,"1","SLC2A1"
"MLF1",0,3.52323282135134,0.739,0.092,0,"1","MLF1"
"NET1",0,3.96008822149788,0.713,0.071,0,"1","NET1"
"TMEM40",0,7.42532889408539,0.644,0.006,0,"1","TMEM40"
"PDLIM1",0,3.14889528634284,0.758,0.121,0,"1","PDLIM1"
"KLF5",0,4.77540209593919,0.674,0.038,0,"1","KLF5"
"KRT16",0,7.73214501151744,0.671,0.035,0,"1","KRT16"
"CDH1",0,5.9507951947537,0.642,0.008,0,"1","CDH1"
"SH3YL1",0,2.75244521521269,0.734,0.101,0,"1","SH3YL1"
"MALL",0,6.60315718827806,0.645,0.013,0,"1","MALL"
"DSC3",0,6.7542558477956,0.64,0.008,0,"1","DSC3"
"ID1",0,3.5651071069089,0.713,0.083,0,"1","ID1"
"BLCAP",0,3.11530641633136,0.721,0.091,0,"1","BLCAP"
"CEBPD",0,3.07331963004958,0.817,0.187,0,"1","CEBPD"
"SPINT1",0,4.14929709390545,0.688,0.059,0,"1","SPINT1"
"PLAU",0,3.05409615226951,0.785,0.157,0,"1","PLAU"
"TMPRSS4",0,6.61658761050727,0.633,0.007,0,"1","TMPRSS4"
"TM2D2",0,3.66311259638303,0.75,0.125,0,"1","TM2D2"
"CYB5A",0,3.50125555131415,0.783,0.159,0,"1","CYB5A"
"PAWR",0,2.98795147002676,0.72,0.098,0,"1","PAWR"
"TMEM54",0,3.96531967439047,0.69,0.068,0,"1","TMEM54"
"TCIM",0,4.72728382406503,0.688,0.066,0,"1","TCIM"
"LAD1",0,5.67027803794516,0.632,0.011,0,"1","LAD1"
"SDC4",0,2.88231864786453,0.785,0.165,0,"1","SDC4"
"H1F0",0,2.9438760187968,0.768,0.151,0,"1","H1F0"
"KRT7",0,6.55805271011824,0.634,0.02,0,"1","KRT7"
"EFNA1",0,5.87999453495556,0.624,0.011,0,"1","EFNA1"
"PRSS8",0,6.50615096567372,0.617,0.007,0,"1","PRSS8"
"EIF6",0,3.00357336588772,0.883,0.275,0,"1","EIF6"
"NUPR1",0,3.11675751273502,0.761,0.154,0,"1","NUPR1"
"OSMR",0,3.29308701955422,0.703,0.097,0,"1","OSMR"
"DSG2",0,3.52076950803924,0.666,0.061,0,"1","DSG2"
"MRPS26",0,3.05902005799446,0.748,0.144,0,"1","MRPS26"
"CITED4",0,4.58283371403251,0.658,0.055,0,"1","CITED4"
"MAP3K13",0,2.73350298735003,0.75,0.148,0,"1","MAP3K13"
"GJB3",0,6.86932142580816,0.605,0.006,0,"1","GJB3"
"YBX3",0,2.17549900049183,0.877,0.279,0,"1","YBX3"
"NXPH4",0,4.83799134450327,0.621,0.024,0,"1","NXPH4"
"RND3",0,2.00743238782813,0.744,0.149,0,"1","RND3"
"SEMA4B",0,3.62946141388086,0.663,0.068,0,"1","SEMA4B"
"DSG3",0,6.75082147939309,0.601,0.008,0,"1","DSG3"
"GPNMB",0,2.88442046050874,0.751,0.159,0,"1","GPNMB"
"SCPEP1",0,3.26771331514596,0.724,0.134,0,"1","SCPEP1"
"GALNT3",0,3.37783575216376,0.631,0.042,0,"1","GALNT3"
"OCIAD2",0,2.2909100208561,0.848,0.261,0,"1","OCIAD2"
"JAG1",0,4.01894005486588,0.631,0.044,0,"1","JAG1"
"NDRG1",0,3.2692300870083,0.91,0.325,0,"1","NDRG1"
"CRABP2",0,2.79419991066732,0.689,0.106,0,"1","CRABP2"
"ZCRB1",0,2.48455217913024,0.725,0.142,0,"1","ZCRB1"
"CAPG",0,2.08281298052093,0.778,0.196,0,"1","CAPG"
"DDR1",0,4.9939085989251,0.601,0.019,0,"1","DDR1"
"B4GALT4",0,3.60462375345311,0.672,0.091,0,"1","B4GALT4"
"LTBR",0,3.21673547520945,0.66,0.079,0,"1","LTBR"
"ATP1B1",0,2.78816035090014,0.717,0.137,0,"1","ATP1B1"
"LAPTM4B",0,3.16231458127742,0.657,0.079,0,"1","LAPTM4B"
"NECTIN4",0,6.69003562985687,0.587,0.009,0,"1","NECTIN4"
"BEX3",0,2.51846724623712,0.736,0.16,0,"1","BEX3"
"PAIP1",0,2.43885163299271,0.756,0.181,0,"1","PAIP1"
"SLC20A2",0,3.41163927664737,0.644,0.069,0,"1","SLC20A2"
"UCHL3",0,2.66729073782274,0.696,0.121,0,"1","UCHL3"
"KIAA1522",0,3.53347638383846,0.622,0.048,0,"1","KIAA1522"
"TXNDC17",0,2.60193790230249,0.84,0.269,0,"1","TXNDC17"
"FOSL1",0,3.26014916565198,0.675,0.105,0,"1","FOSL1"
"PKP1",0,6.51656484765812,0.576,0.006,0,"1","PKP1"
"EMP1",0,2.35146316407843,0.766,0.198,0,"1","EMP1"
"CCT5",0,2.7400040494362,0.87,0.303,0,"1","CCT5"
"SMIM19",0,2.64690928930884,0.682,0.116,0,"1","SMIM19"
"TMEM189",0,2.54297696857445,0.697,0.131,0,"1","TMEM189"
"AKR1C2",0,5.89487717924549,0.579,0.014,0,"1","AKR1C2"
"NTS",0,7.10877752922289,0.578,0.014,0,"1","NTS"
"B3GNT5",0,2.57710523932037,0.637,0.078,0,"1","B3GNT5"
"CAV2",0,2.91467056682249,0.653,0.094,0,"1","CAV2"
"DHRS3",0,2.3419995429627,0.69,0.131,0,"1","DHRS3"
"S100P",0,5.45526330246173,0.571,0.012,0,"1","S100P"
"TMEM230",0,2.47892503206742,0.748,0.19,0,"1","TMEM230"
"PDIA4",0,2.73651157947861,0.727,0.169,0,"1","PDIA4"
"S100A13",0,1.81977261889528,0.718,0.161,0,"1","S100A13"
"LIMA1",0,2.38193193287955,0.699,0.142,0,"1","LIMA1"
"MMP13",0,3.52253665647359,0.596,0.04,0,"1","MMP13"
"ENAH",0,2.54444587376652,0.653,0.098,0,"1","ENAH"
"KCMF1",0,2.31950749623468,0.844,0.291,0,"1","KCMF1"
"NAA20",0,2.376552614713,0.75,0.198,0,"1","NAA20"
"RAP2B",0,2.4857599794255,0.7,0.148,0,"1","RAP2B"
"CLPTM1L",0,2.30745527784178,0.717,0.165,0,"1","CLPTM1L"
"RAI14",0,2.69990890754113,0.664,0.113,0,"1","RAI14"
"FNTA",0,2.01600081288708,0.759,0.208,0,"1","FNTA"
"ADM",0,2.68932532134225,0.831,0.28,0,"1","ADM"
"GOLGA7",0,1.98618164430771,0.76,0.21,0,"1","GOLGA7"
"JPT1",0,2.66160515075505,0.891,0.341,0,"1","JPT1"
"DSTN",0,2.79938794651368,0.923,0.374,0,"1","DSTN"
"CST3",0,1.12526577708773,0.866,0.318,0,"1","CST3"
"BAIAP2L1",0,4.93171634168539,0.569,0.021,0,"1","BAIAP2L1"
"PLPP5",0,2.30866804108561,0.764,0.217,0,"1","PLPP5"
"SOX15",0,6.06277856216949,0.556,0.01,0,"1","SOX15"
"WASL",0,2.40535576653435,0.713,0.167,0,"1","WASL"
"HILPDA",0,2.60054144623887,0.815,0.269,0,"1","HILPDA"
"NECTIN1",0,4.20132458450602,0.583,0.037,0,"1","NECTIN1"
"CXCL6",0,4.59633790750269,0.573,0.029,0,"1","CXCL6"
"DST",0,3.62325892898233,0.653,0.11,0,"1","DST"
"ARPC1A",0,2.42193990694433,0.728,0.185,0,"1","ARPC1A"
"ERRFI1",0,2.1009574942199,0.698,0.156,0,"1","ERRFI1"
"PTPRF",0,3.73147526980286,0.596,0.054,0,"1","PTPRF"
"RHOC",0,1.81592101296288,0.812,0.271,0,"1","RHOC"
"CAPN2",0,2.06178207714094,0.799,0.258,0,"1","CAPN2"
"RPN1",0,2.16239321352686,0.746,0.205,0,"1","RPN1"
"MRPL36",0,2.33248459896396,0.715,0.174,0,"1","MRPL36"
"MYO6",0,3.04189354086593,0.608,0.067,0,"1","MYO6"
"PLEC",0,2.60293166698478,0.69,0.149,0,"1","PLEC"
"CTTN",0,2.22588020426306,0.655,0.117,0,"1","CTTN"
"DNAJB11",0,2.30004470617494,0.796,0.26,0,"1","DNAJB11"
"MAGEA3",0,8.15753922382209,0.538,0.002,0,"1","MAGEA3"
"HRAS",0,2.16969757564721,0.664,0.129,0,"1","HRAS"
"PTMS",0,1.58166579561536,0.847,0.312,0,"1","PTMS"
"ITGA2",0,2.91438704067137,0.615,0.081,0,"1","ITGA2"
"HM13",0,2.23022365669814,0.841,0.307,0,"1","HM13"
"SUN1",0,1.67445342209654,0.685,0.152,0,"1","SUN1"
"NECTIN2",0,2.18396631651282,0.687,0.154,0,"1","NECTIN2"
"HSBP1",0,2.27858408206802,0.853,0.32,0,"1","HSBP1"
"TMEM238",0,2.77231839194289,0.63,0.098,0,"1","TMEM238"
"IFT57",0,1.86030016265768,0.71,0.179,0,"1","IFT57"
"SCOC",0,2.01864243865922,0.697,0.166,0,"1","SCOC"
"BRIX1",0,2.17390693383639,0.691,0.161,0,"1","BRIX1"
"ALCAM",0,2.6409142431277,0.62,0.091,0,"1","ALCAM"
"TSTA3",0,2.38569632982033,0.644,0.115,0,"1","TSTA3"
"CALML3",0,7.56048049440484,0.536,0.007,0,"1","CALML3"
"EMP2",0,1.8864840583378,0.677,0.148,0,"1","EMP2"
"PFN2",0,3.26068569184975,0.597,0.069,0,"1","PFN2"
"TWF1",0,1.79103078532099,0.724,0.196,0,"1","TWF1"
"TCEAL9",0,1.50783638278327,0.748,0.22,0,"1","TCEAL9"
"TARS",0,1.98364382656051,0.79,0.263,0,"1","TARS"
"ULBP2",0,4.80348900700173,0.545,0.018,0,"1","ULBP2"
"HMGCS1",0,2.1428679117184,0.677,0.151,0,"1","HMGCS1"
"LRRC8A",0,2.99579233070774,0.595,0.069,0,"1","LRRC8A"
"SERPINB3",0,7.34841245525492,0.543,0.017,0,"1","SERPINB3"
"PRNP",0,1.97735606279741,0.798,0.272,0,"1","PRNP"
"NSFL1C",0,1.79552156816088,0.68,0.155,0,"1","NSFL1C"
"CDC42EP1",0,4.30614450305096,0.566,0.041,0,"1","CDC42EP1"
"TATDN1",0,2.30242407292022,0.624,0.1,0,"1","TATDN1"
"DSC2",0,3.27217238141552,0.607,0.083,0,"1","DSC2"
"PSMF1",0,2.03398226887472,0.666,0.142,0,"1","PSMF1"
"PPM1G",0,1.90535936054069,0.782,0.259,0,"1","PPM1G"
"COPZ1",0,2.11426777692753,0.706,0.184,0,"1","COPZ1"
"NXN",0,1.31998192624912,0.64,0.118,0,"1","NXN"
"PSMC4",0,1.78898917909961,0.801,0.279,0,"1","PSMC4"
"FKBP1A",0,1.97888224121342,0.781,0.259,0,"1","FKBP1A"
"PHLDA3",0,2.90554060574796,0.62,0.099,0,"1","PHLDA3"
"ANXA4",0,2.60456236254394,0.62,0.099,0,"1","ANXA4"
"PCBD1",0,2.40437028206411,0.639,0.118,0,"1","PCBD1"
"PAFAH1B3",0,2.40147398022396,0.603,0.082,0,"1","PAFAH1B3"
"CTNNBIP1",0,2.83557866123125,0.587,0.066,0,"1","CTNNBIP1"
"PKP3",0,6.57138235582703,0.525,0.005,0,"1","PKP3"
"POLB",0,2.32428079685999,0.594,0.075,0,"1","POLB"
"ERGIC3",0,1.97035336338979,0.724,0.205,0,"1","ERGIC3"
"TFG",0,1.98409999097072,0.792,0.274,0,"1","TFG"
"WDR66",0,4.82644479307573,0.533,0.015,0,"1","WDR66"
"STAMBP",0,2.10889781105256,0.61,0.093,0,"1","STAMBP"
"BAG4",0,2.3314798249388,0.598,0.081,0,"1","BAG4"
"SINHCAF",0,1.84871765240046,0.709,0.192,0,"1","SINHCAF"
"AK2",0,1.73326026799062,0.731,0.215,0,"1","AK2"
"OLA1",0,1.81260284479675,0.664,0.148,0,"1","OLA1"
"NCKAP1",0,2.55766757006687,0.604,0.088,0,"1","NCKAP1"
"MRPL3",0,2.12218568456811,0.654,0.138,0,"1","MRPL3"
"SELENOP",0,3.59971373959438,0.577,0.061,0,"1","SELENOP"
"PUF60",0,1.85927417033193,0.725,0.209,0,"1","PUF60"
"RALY",0,1.63903926967258,0.718,0.202,0,"1","RALY"
"FOXD1",0,4.8505661684342,0.533,0.018,0,"1","FOXD1"
"TPD52L1",0,6.06749609901815,0.523,0.008,0,"1","TPD52L1"
"CRNDE",0,3.4844930221008,0.561,0.046,0,"1","CRNDE"
"SLC35B1",0,2.03601013400589,0.66,0.145,0,"1","SLC35B1"
"ANXA2",0,2.98847531674768,0.969,0.454,0,"1","ANXA2"
"RPN2",0,2.59307093963745,0.825,0.31,0,"1","RPN2"
"ECE1",0,2.48414001427863,0.601,0.087,0,"1","ECE1"
"BOLA3",0,2.56093574929258,0.597,0.083,0,"1","BOLA3"
"BLVRB",0,1.86476522476915,0.783,0.269,0,"1","BLVRB"
"DPY30",0,1.72294679982647,0.71,0.197,0,"1","DPY30"
"HK2",0,2.17827648746104,0.681,0.169,0,"1","HK2"
"PSMB5",0,1.86211420646136,0.758,0.246,0,"1","PSMB5"
"ANGPTL4",0,1.60067276676284,0.688,0.176,0,"1","ANGPTL4"
"GFPT1",0,2.00621228327193,0.725,0.214,0,"1","GFPT1"
"GMPS",0,2.08161723598951,0.631,0.12,0,"1","GMPS"
"IGF2BP2",0,2.9380921667395,0.586,0.076,0,"1","IGF2BP2"
"NIPSNAP2",0,1.90129222349464,0.641,0.131,0,"1","NIPSNAP2"
"NME1",0,2.09346748615828,0.68,0.17,0,"1","NME1"
"AHCY",0,2.69713756108319,0.581,0.071,0,"1","AHCY"
"PIM1",0,1.92012092412944,0.706,0.197,0,"1","PIM1"
"RAB11A",0,1.89274426296272,0.817,0.308,0,"1","RAB11A"
"TSPAN13",0,2.2672718169247,0.601,0.093,0,"1","TSPAN13"
"GGCT",0,2.80284624848808,0.592,0.084,0,"1","GGCT"
"APP",0,1.64724316062924,0.685,0.177,0,"1","APP"
"ATRAID",0,2.36300138081425,0.761,0.254,0,"1","ATRAID"
"LSM1",0,1.89738414288486,0.741,0.234,0,"1","LSM1"
"CYC1",0,2.04460612480577,0.756,0.249,0,"1","CYC1"
"COPS5",0,1.67829408227816,0.688,0.182,0,"1","COPS5"
"ROMO1",0,1.78768920440728,0.808,0.302,0,"1","ROMO1"
"GRB7",0,6.18441358449846,0.512,0.007,0,"1","GRB7"
"KLC3",0,6.72607371057332,0.509,0.004,0,"1","KLC3"
"PARD6B",0,3.30441052257978,0.536,0.031,0,"1","PARD6B"
"ITGB8",0,2.60758500514077,0.569,0.064,0,"1","ITGB8"
"FBXO32",0,2.01028793716013,0.679,0.175,0,"1","FBXO32"
"PFDN4",0,1.57272795924187,0.682,0.178,0,"1","PFDN4"
"TSPAN3",0,1.7956151316501,0.734,0.231,0,"1","TSPAN3"
"HYOU1",0,2.15692754956911,0.627,0.125,0,"1","HYOU1"
"PSMC6",0,1.75333503923066,0.785,0.283,0,"1","PSMC6"
"SPTSSA",0,1.9902351091136,0.642,0.141,0,"1","SPTSSA"
"BIK",0,4.54004877700253,0.524,0.023,0,"1","BIK"
"LAMB3",0,3.84211064133437,0.555,0.055,0,"1","LAMB3"
"LRATD1",0,5.65215092658895,0.513,0.013,0,"1","LRATD1"
"DLG1",0,2.17736672381609,0.629,0.129,0,"1","DLG1"
"LRRC59",0,1.71517521634779,0.728,0.228,0,"1","LRRC59"
"MAOA",0,4.43447760788885,0.52,0.02,0,"1","MAOA"
"SH3BP4",0,2.85178533480628,0.578,0.078,0,"1","SH3BP4"
"ECHS1",0,1.69986130129281,0.7,0.2,0,"1","ECHS1"
"PLPP2",0,3.75867234261221,0.529,0.031,0,"1","PLPP2"
"ERCC1",0,2.10030070726545,0.642,0.144,0,"1","ERCC1"
"TMED3",0,1.84993898969432,0.675,0.178,0,"1","TMED3"
"RAB10",0,2.0429782285701,0.774,0.277,0,"1","RAB10"
"IL1RN",0,1.49636701914081,0.608,0.111,0,"1","IL1RN"
"TNFRSF1A",0,2.08882767052664,0.617,0.12,0,"1","TNFRSF1A"
"ALG3",0,2.89992118272775,0.566,0.069,0,"1","ALG3"
"MORN2",0,3.47295332917803,0.54,0.044,0,"1","MORN2"
"ALDH1A1",0,4.24931601564448,0.534,0.038,0,"1","ALDH1A1"
"CCT6A",0,1.68546905022834,0.827,0.331,0,"1","CCT6A"
"ITPRID2",0,1.75100256663471,0.663,0.168,0,"1","ITPRID2"
"NIT2",0,2.42967347850258,0.581,0.086,0,"1","NIT2"
"YOD1",0,2.85434410491733,0.568,0.073,0,"1","YOD1"
